Data,Produto,Cliente,Estado,Valor venda un.,Quantidade
2020-02-13T17:40:35Z,Toucinho,Radiate Random,Rio Grande do Sul,12.33,26
2020-02-13T17:40:35Z,Costela Bovina,Knick Knacks,Piauí,35.35,39
2020-02-13T17:40:35Z,Lombo,Empty Particles,Piauí,36.53,13
2020-02-13T17:40:35Z,Filé mingnon,XyloFurniture,Amapá,13.78,75
2020-02-13T17:40:35Z,Cupim maturado,Puzzles,Alagoas,10.44,52
2020-02-14T17:40:35Z,Paleta bovino,Airhead,Pará,9.10,29
2020-02-14T17:40:35Z,Peito bovino,Knick Knacks,Roraima,47.95,51
2020-02-14T17:40:35Z,Chandanga,Puzzles,Região Sudeste,32.80,62
2020-02-14T17:40:35Z,Costela Bovina,Random Reason,Rio de Janeiro,35.96,64
2020-02-17T17:40:35Z,Filé mingnon,Fleet Random,Minas Gerais,14.32,32
2020-02-17T17:40:35Z,Acém bovino,CraftCreate,Minas Gerais,11.84,47
2020-02-17T17:40:35Z,Paleta bovino,Lifestyle Random,Espírito Santo,8.99,9
2020-02-17T17:40:35Z,Capa do coxão mole,Sporadic Systems,Espírito Santo,39.06,15
2020-02-18T17:40:35Z,Acém bovino,Pop-Culture,Sergipe,12.06,26
2020-02-18T17:40:35Z,Chandanga,DualLight,Região Sudeste,33.33,71
2020-02-18T17:40:35Z,Lagarto,Handy Help,Tocantis,42.12,28
2020-02-18T17:40:35Z,Capa do contra filé,DualLight,Região Sul,22.65,96
2020-02-18T17:40:35Z,Contra filé,Find Agenda,Região Sul,32.29,56
2020-02-18T17:40:35Z,Chandanga,Sense Random,Minas Gerais,33.18,47
2020-02-18T17:40:35Z,Contra filé,Find Agenda,Bahia,31.67,39
2020-02-18T17:40:35Z,Contra filé,Nick Knacks,Pernambuco,31.82,18
2020-02-18T17:40:35Z,Toucinho,Radiate Random,Pará,12.40,8
2020-02-19T17:40:35Z,Lombo,Sense Random,Mato Grosso,35.89,28
2020-02-19T17:40:35Z,Contra filé,Essentials,Sergipe,31.98,15
2020-02-19T17:40:35Z,Pexinho bovino,Essentials,Paraná,6.94,10
2020-02-19T17:40:35Z,Peito bovino,Find Agenda,Região Sudeste,48.15,19
2020-02-19T17:40:35Z,Cupim maturado,FursKips,Pernambuco,10.72,94
2020-02-19T17:40:35Z,Paleta bovino,Pop-Culture,Maranhão,8.67,36
2020-02-19T17:40:35Z,Pexinho bovino,Et Cetera Systems,Goiás,6.89,53
2020-02-19T17:40:35Z,Lagarto,CraftCreate,Paraíba,42.34,47
2020-02-19T17:40:35Z,Contra filé,X Marks The Spot,Espírito Santo,31.92,12
2020-02-19T17:40:35Z,Peito bovino,Limner Studio,Amapá,47.56,44
2020-02-19T17:40:35Z,Lombo,Shady Bootz,Rio Grande do Norte,36.35,16
2020-02-19T17:40:35Z,Lagarto,Though Random,Rio Grande do Norte,41.90,75
2020-02-19T17:40:35Z,Chandanga,Cellar Random,Região Norte,33.12,49
2020-02-19T17:40:35Z,Chandanga,Adventures,Distrito Federal,32.69,74
2020-02-19T17:40:35Z,Lombo,Random Reason,Rio Grande do Sul,36.65,60
2020-02-19T17:40:35Z,Contra filé,X Marks The Spot,Região Nordeste,31.85,64
2020-02-19T17:40:35Z,Pexinho bovino,Random Reason,Região Nordeste,7.07,62
2020-02-19T17:40:35Z,Capa do contra filé,Random Reason,Rio de Janeiro,22.51,38
2020-02-20T17:40:35Z,Pexinho bovino,Node Tech,Região Sul,6.54,77
2020-02-20T17:40:35Z,Costelinha,Spiritual Beings,Roraima,42.28,68
2020-02-20T17:40:35Z,Capa do contra filé,The Source,Rio Grande do Norte,21.65,90
2020-02-20T17:40:35Z,Toucinho,Light Random,Maranhão,12.64,42
2020-02-20T17:40:35Z,Toucinho,Resource Refresh,Maranhão,12.45,5
2020-02-20T17:40:35Z,Pernil com osso,Odd And Ends,Alagoas,36.60,46
2020-02-20T17:40:35Z,Capa do coxão mole,Empty Particles,Santa Catarina,40.59,17
2020-02-20T17:40:35Z,Alcatra,XyloFurniture,Sergipe,29.39,23
2020-02-21T17:40:35Z,Peito bovino,Life Paths,Minas Gerais,48.26,39
2020-02-21T17:40:35Z,Capa do contra filé,Airhead,Rio de Janeiro,21.91,34
2020-02-21T17:40:35Z,Lagarto,PrimeHouse,Espírito Santo,41.03,43
2020-02-21T17:40:35Z,Picanha,Motion Random,Sergipe,17.76,50
2020-02-21T17:40:35Z,Toucinho,Node Tech,São Paulo,12.62,16
2020-02-21T17:40:35Z,Filé mingnon,23Rd Century,Rondônia,14.02,66
2020-02-21T17:40:35Z,Toucinho,Random Refresh,Paraná,12.09,62
2020-02-21T17:40:35Z,Lombo,Nick Knacks,Região Nordeste,36.06,1
2020-02-21T17:40:35Z,Capa do contra filé,Adventures,Goiás,21.70,33
2020-02-21T17:40:35Z,Peito bovino,Pop-Culture,Mato Grosso,48.28,71
2020-02-21T17:40:35Z,Lombo,Absent-Minded,Paraíba,36.15,66
2020-02-21T17:40:35Z,Paleta bovino,Lifestyle Random,Mato Grosso do Sul,8.84,26
2020-02-21T17:40:35Z,Peito bovino,Random Row,Minas Gerais,48.12,9
2020-02-21T17:40:35Z,Pernil com osso,Sense Random,Paraná,35.82,94
2020-02-22T17:40:35Z,Lagarto,In A Pinch,Goiás,41.37,72
2020-02-22T17:40:35Z,Maminha,Essentials,Tocantis,28.05,31
2020-02-22T17:40:35Z,Acém bovino,Missed Opps,Piauí,11.96,52
2020-02-24T17:40:35Z,Cupim maturado,CraftCreate,Distrito Federal,10.65,86
2020-02-24T17:40:35Z,Contra filé,Find Agenda,Roraima,32.14,22
2020-02-24T17:40:35Z,Chandanga,23Rd Century,Região Sul,32.90,51
2020-02-24T17:40:35Z,Paleta bovino,Sporadic Systems,Roraima,9.12,64
2020-02-24T17:40:35Z,Capa do contra filé,Shady Bootz,Amazonas,21.19,30
2020-02-24T17:40:35Z,Filé mingnon,Eclipse Random,Tocantis,13.80,45
2020-02-24T17:40:35Z,Costelinha,Radiate Random,Rondônia,42.13,86
2020-02-24T17:40:35Z,Filé mingnon,Vappa Shop,Alagoas,13.60,8
2020-02-25T17:40:35Z,Contra filé,Million Random,Região Sul,31.80,15
2020-02-25T17:40:35Z,Pexinho bovino,Odds And Ends,Piauí,6.60,79
2020-02-25T17:40:35Z,Costelinha,Fleet Random,Região Sudeste,42.26,61
2020-02-25T17:40:35Z,Alcatra,Knick Knacks,Bahia,29.05,60
2020-02-25T17:40:35Z,Pernil com osso,Light Random,Região Sudeste,36.19,68
2020-02-25T17:40:35Z,Filé mingnon,Fleet Random,Pernambuco,13.82,10
2020-02-25T17:40:35Z,Peito bovino,Silence Center,Paraíba,48.20,59
2020-02-25T17:40:35Z,Chandanga,Absent-Minded,Rio Grande do Sul,33.22,5
2020-02-25T17:40:35Z,Capa do contra filé,Light Random,Alagoas,21.34,92
2020-02-25T17:40:35Z,Capa do contra filé,Odds And Ends,Piauí,21.32,78
2020-02-25T17:40:35Z,Contra filé,XyloFurniture,Paraíba,32.09,84
2020-02-25T17:40:35Z,Capa do coxão mole,Spray Shop,Piauí,40.07,44
2020-02-25T17:40:35Z,Costela Bovina,Sporadic Systems,Goiás,36.10,84
2020-02-25T17:40:35Z,Paleta bovino,Cellar Random,Região Nordeste,9.37,74
2020-02-25T17:40:35Z,Pexinho bovino,Nick Knacks,Distrito Federal,6.60,67
2020-02-25T17:40:35Z,Costela Bovina,Et Cetera Systems,Região Sul,35.79,99
2020-02-25T17:40:35Z,Capa do coxão mole,Nick Knacks,Paraná,40.68,6
2020-02-25T17:40:35Z,Capa do contra filé,Find Agenda,Maranhão,21.74,38
2020-02-25T17:40:35Z,Costelinha,Random Riders,Região Norte,42.22,20
2020-02-26T17:40:35Z,Capa do coxão mole,Absent-Minded,Ceará,40.13,98
2020-02-26T17:40:35Z,Toucinho,XyloFurniture,Região Sudeste,12.53,58
2020-02-26T17:40:35Z,Costela Bovina,Nick Knacks,Amapá,36.61,91
2020-02-26T17:40:35Z,Paleta bovino,23Rd Century,Alagoas,9.29,86
2020-02-26T17:40:35Z,Acém bovino,Herb Random,Rio Grande do Sul,12.37,21
2020-02-26T17:40:35Z,Peito bovino,Resource Refresh,Rondônia,49.26,33
2020-02-26T17:40:35Z,Capa do contra filé,Random Row,Rio Grande do Sul,21.96,13
2020-02-26T17:40:35Z,Pexinho bovino,Puzzles,Goiás,6.75,55
2020-02-26T17:40:35Z,Capa do coxão mole,Silence Center,Paraíba,39.73,40
2020-02-26T17:40:35Z,Lagarto,Knick Knacks,Rio Grande do Norte,41.30,2
2020-02-26T17:40:35Z,Toucinho,Node Tech,Minas Gerais,12.00,49
2020-02-26T17:40:35Z,Pexinho bovino,23Rd Century,Espírito Santo,6.48,30
2020-02-26T17:40:35Z,Costelinha,Nick Knacks,Roraima,42.37,55
2020-02-26T17:40:35Z,Filé mingnon,Fleet Random,Região Nordeste,14.45,47
2020-02-26T17:40:35Z,Lagarto,Node Tech,Goiás,41.06,66
2020-02-26T17:40:35Z,Paleta bovino,Fleet Random,Alagoas,8.66,47
2020-02-26T17:40:35Z,Cupim maturado,Sporadic Systems,Rio Grande do Sul,10.32,44
2020-02-26T17:40:35Z,Acém bovino,DualLight,Rio Grande do Norte,12.27,78
2020-02-26T17:40:35Z,Peito bovino,X Marks The Spot,Alagoas,49.37,62
2020-02-27T17:40:35Z,Chandanga,Shady Bootz,Rio Grande do Sul,33.14,52
2020-02-27T17:40:35Z,Pexinho bovino,FirstVictory,Espírito Santo,6.74,25
2020-02-27T17:40:35Z,Contra filé,23Rd Century,Sergipe,31.78,54
2020-02-27T17:40:35Z,Costela Bovina,Resource Random,Roraima,36.60,89
2020-02-27T17:40:35Z,Capa do coxão mole,Sense Random,Roraima,40.00,86
2020-02-27T17:40:35Z,Pernil com osso,Et Cetera Systems,Bahia,35.87,72
2020-02-27T17:40:35Z,Costelinha,Absent-Minded,São Paulo,42.59,77
2020-02-27T17:40:35Z,Cupim maturado,Et Cetera Systems,Santa Catarina,10.71,18
2020-02-27T17:40:35Z,Maminha,Random Refresh,Maranhão,28.36,59
2020-02-27T17:40:35Z,Contra filé,PrimeHouse,Pernambuco,32.04,70
2020-02-27T17:40:35Z,Capa do coxão mole,In A Pinch,Rio Grande do Norte,39.83,39
2020-02-27T17:40:35Z,Costelinha,Shady Bootz,São Paulo,42.06,9
2020-02-27T17:40:35Z,Picanha,Million Random,Goiás,16.89,22
2020-02-27T17:40:35Z,Picanha,Eclipse Random,Minas Gerais,16.94,24
2020-02-27T17:40:35Z,Alcatra,Handy Help,Mato Grosso,29.56,45
2020-02-27T17:40:35Z,Pexinho bovino,The Source,Bahia,6.83,27
2020-02-28T17:40:35Z,Alcatra,Radiate Random,Espírito Santo,29.20,41
2020-02-28T17:40:35Z,Chandanga,The Source,Região Sudeste,33.54,81
2020-02-28T17:40:35Z,Capa do coxão mole,Vappa Shop,Paraná,39.83,20
2020-02-28T17:40:35Z,Contra filé,Spray Shop,Amazonas,32.00,39
2020-02-28T17:40:35Z,Chandanga,Muno Random,Amapá,32.88,24
2020-02-28T17:40:35Z,Cupim maturado,Authority Random,Rondônia,10.19,90
2020-02-28T17:40:35Z,Capa do contra filé,In A Pinch,Mato Grosso,21.51,77
2020-02-28T17:40:35Z,Lombo,Lifestyle Random,Pernambuco,36.50,8
2020-02-28T17:40:35Z,Lagarto,Though Random,Espírito Santo,41.27,56
2020-02-28T17:40:35Z,Costelinha,Limner Studio,Paraíba,42.60,86
2020-02-29T17:40:35Z,Acém bovino,Knick Knacks,Maranhão,11.64,45
2020-02-29T17:40:35Z,Peito bovino,PrimeHouse,Alagoas,49.02,5
2020-02-29T17:40:35Z,Peito bovino,Odd And Ends,Goiás,49.45,79
2020-02-29T17:40:35Z,Peito bovino,FursKips,Acre,49.13,24
2020-02-29T17:40:35Z,Pernil com osso,Random Row,Bahia,36.52,56
2020-02-29T17:40:35Z,Lagarto,Cowboy Random,Alagoas,41.35,77
2020-02-29T17:40:35Z,Filé mingnon,Cellar Random,Roraima,14.20,55
2020-02-29T17:40:35Z,Lombo,Spray Shop,Mato Grosso do Sul,36.02,93
2020-02-29T17:40:35Z,Acém bovino,XyloFurniture,Pernambuco,12.04,48
2020-02-29T17:40:35Z,Lombo,Random Repair,Tocantis,35.80,71
2020-03-02T17:40:35Z,Toucinho,XyloFurniture,Pará,12.11,15
2020-03-02T17:40:35Z,Lombo,FirstVictory,Região Nordeste,35.76,13
2020-03-02T17:40:35Z,Alcatra,Though Random,Pará,29.90,92
2020-03-02T17:40:35Z,Maminha,Odd And Ends,Roraima,28.13,93
2020-03-02T17:40:35Z,Toucinho,PrimeHouse,Goiás,12.33,43
2020-03-02T17:40:35Z,Paleta bovino,Spiritual Beings,Região Sudeste,9.46,4
2020-03-02T17:40:35Z,Peito bovino,Missed Opps,Sergipe,49.49,98
2020-03-02T17:40:35Z,Capa do contra filé,Herb Random,Bahia,21.79,26
2020-03-02T17:40:35Z,Paleta bovino,Handy Help,Maranhão,8.70,36
2020-03-02T17:40:35Z,Cupim maturado,Cellar Random,Goiás,10.14,2
2020-03-02T17:40:35Z,Alcatra,Muno Random,Bahia,29.57,53
2020-03-02T17:40:35Z,Lombo,Find Agenda,Acre,36.13,81
2020-03-02T17:40:35Z,Paleta bovino,Nick Knacks,São Paulo,8.82,39
2020-03-02T17:40:35Z,Toucinho,Et Cetera Systems,Alagoas,12.26,69
2020-03-02T17:40:35Z,Capa do contra filé,Light Random,Paraná,22.11,46
2020-03-02T17:40:35Z,Toucinho,Knick Knacks,Pará,12.02,9
2020-03-03T17:40:35Z,Acém bovino,Destroy Random,Amapá,10.82,98
2020-03-03T17:40:35Z,Costelinha,Adventures,Rio Grande do Sul,42.59,86
2020-03-03T17:40:35Z,Contra filé,Eclipse Random,Pernambuco,32.54,19
2020-03-03T17:40:35Z,Capa do contra filé,23Rd Century,Ceará,21.57,74
2020-03-03T17:40:35Z,Pernil com osso,Nick Knacks,Região Norte,35.91,67
2020-03-03T17:40:35Z,Peito bovino,Handy Help,Sergipe,48.99,35
2020-03-03T17:40:35Z,Costelinha,Forel Library,Maranhão,42.58,64
2020-03-03T17:40:35Z,Capa do coxão mole,Cowboy Random,Amazonas,39.78,91
2020-03-03T17:40:35Z,Peito bovino,Missed Opps,Região Norte,49.92,70
2020-03-03T17:40:35Z,Peito bovino,In A Pinch,Espírito Santo,49.56,24
2020-03-03T17:40:35Z,Costela Bovina,Odds And Ends,Região Sul,36.01,54
2020-03-03T17:40:35Z,Costela Bovina,Muno Random,Pará,36.07,48
2020-03-03T17:40:35Z,Paleta bovino,Odds And Ends,Maranhão,8.61,51
2020-03-03T17:40:35Z,Picanha,Knick Knacks,Amazonas,16.73,60
2020-03-03T17:40:35Z,Toucinho,Light Random,Amapá,12.73,3
2020-03-03T17:40:35Z,Peito bovino,XyloFurniture,Região Nordeste,49.29,54
2020-03-03T17:40:35Z,Filé mingnon,Radiate Random,Tocantis,14.36,52
2020-03-03T17:40:35Z,Capa do contra filé,DualLight,Rio Grande do Sul,21.55,7
2020-03-03T17:40:35Z,Maminha,In A Pinch,Espírito Santo,28.23,37
2020-03-04T17:40:35Z,Costelinha,Pop-Culture,Região Sudeste,42.59,48
2020-03-04T17:40:35Z,Pexinho bovino,Absent-Minded,Paraíba,7.25,26
2020-03-04T17:40:35Z,Alcatra,TRUE Random,Tocantis,30.03,21
2020-03-04T17:40:35Z,Costela Bovina,X Marks The Spot,Rio Grande do Norte,35.85,3
2020-03-04T17:40:35Z,Pernil com osso,Find Agenda,Santa Catarina,35.76,94
2020-03-04T17:40:35Z,Paleta bovino,PrimeHouse,Santa Catarina,8.85,29
2020-03-04T17:40:35Z,Costelinha,Authority Random,Pará,41.73,73
2020-03-04T17:40:35Z,Capa do contra filé,Node Tech,Região Sul,21.85,97
2020-03-04T17:40:35Z,Peito bovino,Odd And Ends,Rio Grande do Norte,49.02,42
2020-03-04T17:40:35Z,Costelinha,Sense Random,Região Sudeste,42.58,48
2020-03-04T17:40:35Z,Pexinho bovino,Et Cetera Systems,Maranhão,6.55,21
2020-03-04T17:40:35Z,Acém bovino,Herb Random,Rio Grande do Norte,10.96,59
2020-03-04T17:40:35Z,Acém bovino,Sense Random,Maranhão,10.66,61
2020-03-04T17:40:35Z,Picanha,Random Reason,Bahia,16.50,76
2020-03-04T17:40:35Z,Capa do contra filé,Random Row,Rio de Janeiro,21.94,36
2020-03-04T17:40:35Z,Filé mingnon,Knick Knacks,Santa Catarina,14.31,80
2020-03-04T17:40:35Z,Capa do contra filé,Shady Bootz,Mato Grosso do Sul,22.01,21
2020-03-05T17:40:35Z,Costelinha,Cellar Random,Goiás,42.79,81
2020-03-05T17:40:35Z,Pernil com osso,Vappa Shop,Pernambuco,36.41,52
2020-03-05T17:40:35Z,Paleta bovino,Vappa Shop,Rio Grande do Sul,9.50,27
2020-03-05T17:40:35Z,Filé mingnon,The Source,Distrito Federal,14.86,92
2020-03-05T17:40:35Z,Contra filé,Random Refresh,Bahia,32.51,46
2020-03-05T17:40:35Z,Paleta bovino,X Marks The Spot,Alagoas,9.30,45
2020-03-05T17:40:35Z,Pexinho bovino,Shady Bootz,Amapá,7.38,16
2020-03-05T17:40:35Z,Lombo,Shady Bootz,Rio Grande do Norte,37.19,63
2020-03-05T17:40:35Z,Contra filé,Fleet Random,Pará,32.02,20
2020-03-05T17:40:35Z,Contra filé,Million Random,Roraima,31.87,93
2020-03-05T17:40:35Z,Peito bovino,Handy Help,Roraima,49.70,42
2020-03-05T17:40:35Z,Capa do coxão mole,Destroy Random,Região Sudeste,40.71,84
2020-03-05T17:40:35Z,Lombo,Motion Random,Alagoas,36.79,41
2020-03-05T17:40:35Z,Paleta bovino,Lifestyle Random,São Paulo,8.94,99
2020-03-05T17:40:35Z,Maminha,Fleet Random,Goiás,28.49,31
2020-03-05T17:40:35Z,Costela Bovina,Absent-Minded,Tocantis,36.24,31
2020-03-05T17:40:35Z,Capa do coxão mole,Et Cetera,Mato Grosso do Sul,40.21,47
2020-03-05T17:40:35Z,Lagarto,Odd And Ends,Tocantis,41.41,46
2020-03-06T17:40:35Z,Costelinha,Silence Center,Espírito Santo,43.05,78
2020-03-06T17:40:35Z,Picanha,Cowboy Random,Paraíba,16.92,94
2020-03-06T17:40:35Z,Capa do contra filé,Airhead,Região Nordeste,21.94,7
2020-03-06T17:40:35Z,Paleta bovino,Limner Studio,Mato Grosso do Sul,10.12,18
2020-03-06T17:40:35Z,Contra filé,Odds And Ends,Região Norte,32.35,56
2020-03-06T17:40:35Z,Toucinho,Spiritual Beings,Bahia,12.56,91
2020-03-06T17:40:35Z,Pexinho bovino,Fleet Random,São Paulo,6.63,60
2020-03-06T17:40:35Z,Costela Bovina,Handy Help,Tocantis,36.42,16
2020-03-06T17:40:35Z,Filé mingnon,Muno Random,Região Sul,14.05,95
2020-03-06T17:40:35Z,Pernil com osso,Odds And Ends,Região Sul,35.86,93
2020-03-06T17:40:35Z,Contra filé,Life Paths,Paraíba,32.55,98
2020-03-06T17:40:35Z,Toucinho,DualLight,Região Nordeste,12.62,47
2020-03-07T17:40:35Z,Peito bovino,Cowboy Random,Alagoas,50.17,89
2020-03-07T17:40:35Z,Picanha,Random Repair,Paraná,16.42,46
2020-03-07T17:40:35Z,Lombo,Empty Particles,Roraima,37.63,92
2020-03-07T17:40:35Z,Chandanga,Muno Random,Mato Grosso,33.58,95
2020-03-07T17:40:35Z,Paleta bovino,Million Random,Região Nordeste,9.68,38
2020-03-07T17:40:35Z,Chandanga,Vappa Shop,Rio Grande do Norte,33.49,45
2020-03-07T17:40:35Z,Pernil com osso,Random Refresh,Mato Grosso,36.35,42
2020-03-07T17:40:35Z,Costelinha,Missed Opps,Sergipe,42.81,89
2020-03-07T17:40:35Z,Cupim maturado,Empty Particles,Região Sul,9.96,16
2020-03-07T17:40:35Z,Cupim maturado,Sporadic Systems,Alagoas,10.51,74
2020-03-07T17:40:35Z,Cupim maturado,Random Row,Santa Catarina,10.06,74
2020-03-07T17:40:35Z,Toucinho,Though Random,Rio Grande do Norte,12.05,19
2020-03-07T17:40:35Z,Lagarto,Pop-Culture,Alagoas,41.85,68
2020-03-07T17:40:35Z,Alcatra,Puzzles,Tocantis,30.02,68
2020-03-07T17:40:35Z,Alcatra,Million Random,Rondônia,29.57,10
2020-03-07T17:40:35Z,Lombo,Handy Help,Tocantis,37.30,36
2020-03-07T17:40:35Z,Alcatra,23Rd Century,Pernambuco,29.84,31
2020-03-07T17:40:35Z,Capa do contra filé,Spiritual Beings,Mato Grosso,22.16,62
2020-03-07T17:40:35Z,Maminha,Find Agenda,Região Norte,28.47,93
2020-03-09T17:40:35Z,Chandanga,Million Random,Bahia,32.85,93
2020-03-09T17:40:35Z,Costelinha,Cellar Random,Região Norte,43.15,27
2020-03-09T17:40:35Z,Maminha,FirstVictory,Paraná,28.34,16
2020-03-10T17:40:35Z,Maminha,Light Random,Rio de Janeiro,27.89,60
2020-03-10T17:40:35Z,Cupim maturado,Et Cetera Systems,Rio de Janeiro,10.57,77
2020-03-10T17:40:35Z,Cupim maturado,Sense Random,Mato Grosso,10.82,46
2020-03-11T17:40:35Z,Acém bovino,Radiate Random,Ceará,12.68,59
2020-03-11T17:40:35Z,Lagarto,Eclipse Random,Região Sul,41.73,90
2020-03-11T17:40:35Z,Cupim maturado,Empty Particles,Piauí,10.09,54
2020-03-12T17:40:35Z,Costela Bovina,Lifestyle Random,Paraíba,36.10,10
2020-03-12T17:40:35Z,Filé mingnon,CraftCreate,Amapá,14.57,14
2020-03-12T17:40:35Z,Peito bovino,Forel Library,Alagoas,49.84,1
2020-03-12T17:40:35Z,Costelinha,Missed Opps,Bahia,42.83,39
2020-03-12T17:40:35Z,Chandanga,Handy Help,Amapá,32.71,61
2020-03-12T17:40:35Z,Pexinho bovino,Adventures,Rio de Janeiro,7.11,27
2020-03-12T17:40:35Z,Costela Bovina,Pop-Culture,Bahia,36.40,49
2020-03-12T17:40:35Z,Lagarto,Cellar Random,Mato Grosso,41.12,77
2020-03-12T17:40:35Z,Chandanga,X Marks The Spot,Ceará,32.18,16
2020-03-12T17:40:35Z,Picanha,DualLight,Maranhão,16.77,71
2020-03-12T17:40:35Z,Peito bovino,Random Reason,Paraná,49.93,19
2020-03-12T17:40:35Z,Alcatra,Empty Particles,Região Nordeste,29.77,17
2020-03-12T17:40:35Z,Alcatra,Random Refresh,Região Norte,29.26,82
2020-03-12T17:40:35Z,Maminha,Et Cetera Systems,Piauí,27.87,3
2020-03-12T17:40:35Z,Capa do coxão mole,X Marks The Spot,Paraná,40.70,81
2020-03-12T17:40:35Z,Pernil com osso,Random Reason,Tocantis,36.98,49
2020-03-12T17:40:35Z,Capa do contra filé,Vappa Shop,Rio Grande do Sul,22.01,11
2020-03-12T17:40:35Z,Costela Bovina,Pop-Culture,Região Norte,36.65,56
2020-03-12T17:40:35Z,Peito bovino,Life Paths,Minas Gerais,49.44,4
2020-03-13T17:40:35Z,Lombo,Spiritual Beings,Paraná,38.14,69
2020-03-13T17:40:35Z,Filé mingnon,Fleet Random,Maranhão,14.71,56
2020-03-13T17:40:35Z,Peito bovino,Random Repair,Acre,49.56,86
2020-03-13T17:40:35Z,Capa do contra filé,FursKips,Alagoas,22.08,60
2020-03-13T17:40:35Z,Capa do contra filé,Pop-Culture,Acre,22.04,45
2020-03-13T17:40:35Z,Lagarto,Eclipse Random,Rondônia,41.75,80
2020-03-13T17:40:35Z,Paleta bovino,In A Pinch,Bahia,9.74,63
2020-03-13T17:40:35Z,Cupim maturado,Fleet Random,Paraná,9.87,88
2020-03-13T17:40:35Z,Pexinho bovino,Random Reason,Ceará,7.16,43
2020-03-13T17:40:35Z,Cupim maturado,Eclipse Random,Alagoas,10.53,34
2020-03-13T17:40:35Z,Contra filé,Million Random,Tocantis,32.24,57
2020-03-13T17:40:35Z,Capa do coxão mole,Vappa Shop,Tocantis,39.72,52
2020-03-13T17:40:35Z,Acém bovino,Sense Random,Pará,13.08,22
2020-03-13T17:40:35Z,Chandanga,Airhead,Alagoas,32.53,27
2020-03-13T17:40:35Z,Pernil com osso,Knick Knacks,Amazonas,36.96,10
2020-03-14T17:40:35Z,Contra filé,Forel Library,Pará,32.67,64
2020-03-16T17:40:35Z,Lagarto,Random Reason,Minas Gerais,40.93,29
2020-03-16T17:40:35Z,Lagarto,In A Pinch,Ceará,41.61,22
2020-03-16T17:40:35Z,Pernil com osso,Random Row,Espírito Santo,37.65,82
2020-03-16T17:40:35Z,Lombo,Sporadic Systems,Santa Catarina,38.41,93
2020-03-16T17:40:35Z,Maminha,Lifestyle Random,Roraima,27.32,36
2020-03-16T17:40:35Z,Lagarto,Random Repair,São Paulo,41.56,73
2020-03-16T17:40:35Z,Maminha,FirstVictory,Rio Grande do Sul,27.82,31
2020-03-16T17:40:35Z,Contra filé,Sense Random,Mato Grosso,32.40,14
2020-03-16T17:40:35Z,Contra filé,Fleet Random,Rio Grande do Norte,31.98,97
2020-03-16T17:40:35Z,Cupim maturado,TRUE Random,Distrito Federal,9.96,43
2020-03-16T17:40:35Z,Picanha,CraftCreate,Mato Grosso,16.75,15
2020-03-16T17:40:35Z,Capa do coxão mole,Pop-Culture,Região Nordeste,40.06,53
2020-03-16T17:40:35Z,Capa do coxão mole,DualLight,Região Sul,40.36,37
2020-03-16T17:40:35Z,Acém bovino,TRUE Random,Mato Grosso,12.83,14
2020-03-16T17:40:35Z,Costelinha,Et Cetera Systems,Paraná,42.61,50
2020-03-16T17:40:35Z,Chandanga,Resource Random,Tocantis,32.16,80
2020-03-17T17:40:35Z,Contra filé,TRUE Random,Goiás,32.27,58
2020-03-17T17:40:35Z,Paleta bovino,Pop-Culture,Rondônia,9.42,72
2020-03-17T17:40:35Z,Chandanga,Essentials,Acre,32.66,56
2020-03-17T17:40:35Z,Capa do contra filé,Eclipse Random,Espírito Santo,21.70,10
2020-03-17T17:40:35Z,Lagarto,Authority Random,Bahia,40.99,57
2020-03-17T17:40:35Z,Lombo,Muno Random,Bahia,38.49,54
2020-03-17T17:40:35Z,Costelinha,Authority Random,Região Sul,42.50,41
2020-03-17T17:40:35Z,Pexinho bovino,Pop-Culture,Paraíba,6.31,74
2020-03-17T17:40:35Z,Capa do coxão mole,Radiate Random,Paraíba,39.88,46
2020-03-17T17:40:35Z,Toucinho,Million Random,Rio Grande do Sul,12.67,44
2020-03-17T17:40:35Z,Alcatra,Cowboy Random,Paraíba,29.77,17
2020-03-17T17:40:35Z,Toucinho,Limner Studio,Tocantis,12.02,29
2020-03-17T17:40:35Z,Pexinho bovino,Nick Knacks,Amazonas,6.39,62
2020-03-17T17:40:35Z,Pernil com osso,Eclipse Random,Santa Catarina,37.10,70
2020-03-17T17:40:35Z,Chandanga,Essentials,Tocantis,32.21,61
2020-03-17T17:40:35Z,Pexinho bovino,CraftCreate,Pernambuco,6.78,6
2020-03-17T17:40:35Z,Pernil com osso,Herb Random,Goiás,37.66,45
2020-03-17T17:40:35Z,Lagarto,TRUE Random,Rio Grande do Norte,41.43,27
2020-03-17T17:40:35Z,Lombo,Et Cetera Systems,Paraíba,37.99,16
2020-03-18T17:40:35Z,Alcatra,Empty Particles,Amazonas,29.78,71
2020-03-18T17:40:35Z,Maminha,Random Refresh,Alagoas,27.96,1
2020-03-18T17:40:35Z,Maminha,FursKips,Distrito Federal,27.00,33
2020-03-18T17:40:35Z,Alcatra,PrimeHouse,Rio Grande do Sul,29.83,24
2020-03-18T17:40:35Z,Chandanga,Shady Bootz,Rio de Janeiro,32.83,94
2020-03-18T17:40:35Z,Lagarto,Light Random,Alagoas,40.37,7
2020-03-18T17:40:35Z,Pernil com osso,Fleet Random,Espírito Santo,37.22,53
